#,tenure,tenure_cat,PhoneService,MultipleLines,MonthlyCharges,TotalCharges,Churn
6551,21,Cat 3,1,1,106.1,2249.95,Yes
6784,21,Cat 3,0,0,53.15,1183.2,No
6880,21,Cat 3,1,0,86.05,1818.9,No
162,20,Cat 2,1,1,82.4,1592.35,Yes
187,20,Cat 2,1,0,51.8,1023.85,No
196,20,Cat 2,1,0,96.55,1901.65,No
274,20,Cat 2,1,1,107.05,2172.05,No
287,20,Cat 2,1,0,44.35,927.15,No
405,20,Cat 2,1,0,19.7,419.4,No
483,20,Cat 2,1,0,81.45,1671.6,No
506,20,Cat 2,1,1,94.1,1782.4,Yes
511,20,Cat 2,1,0,94.3,1818.3,No
624,20,Cat 2,1,0,19.7,406.95,No
646,20,Cat 2,1,1,94.55,1899.65,Yes
712,20,Cat 2,1,0,81,1683.7,No
756,20,Cat 2,1,1,98.55,1842.8,Yes
798,20,Cat 2,1,1,25.55,507.4,No
863,20,Cat 2,1,0,73.65,1463.5,Yes
981,20,Cat 2,1,0,19.5,413,No
1070,20,Cat 2,1,0,54,1055.9,No
1102,20,Cat 2,1,0,20,417.65,No
1121,20,Cat 2,1,0,70.55,1493.55,No
1196,20,Cat 2,1,0,60,1259.35,No
1232,20,Cat 2,1,0,64.4,1398.6,No
1297,20,Cat 2,1,0,80.7,1614.2,No
1446,20,Cat 2,1,1,98.55,2031.95,No
1627,20,Cat 2,1,1,59.2,1191.2,No
1760,20,Cat 2,1,0,19.4,415.4,No
1934,20,Cat 2,1,0,19.7,415.9,No
1953,20,Cat 2,1,1,95.5,1916.2,No
1972,20,Cat 2,1,0,19.35,433.75,No
2220,20,Cat 2,1,0,89.95,1648.45,No
2393,20,Cat 2,1,1,90.7,1781.35,No
2801,20,Cat 2,1,0,20.35,442.6,No
2908,20,Cat 2,1,0,89,1820.45,Yes
2952,20,Cat 2,1,0,64.15,1274.45,No
2954,20,Cat 2,1,1,105.85,2239.65,Yes
3556,20,Cat 2,1,1,85.25,1734.5,Yes
3701,20,Cat 2,1,0,19.4,374.5,Yes
3703,20,Cat 2,1,1,79.15,1520.9,Yes
3919,20,Cat 2,1,0,90.2,1776.55,Yes
3976,20,Cat 2,1,1,85.8,1727.5,Yes
4028,20,Cat 2,0,0,24.45,482.8,Yes
4092,20,Cat 2,1,1,68.9,1370.35,No
4097,20,Cat 2,1,0,89.4,1871.15,No
4117,20,Cat 2,1,0,19.7,395.6,No
4555,20,Cat 2,1,0,108.2,2203.7,No
4572,20,Cat 2,1,0,69.8,1540.35,No
4668,20,Cat 2,1,0,19.25,375.25,No
4719,20,Cat 2,1,0,20,416.45,No
4846,20,Cat 2,0,0,39.4,825.4,No
4858,20,Cat 2,0,0,24.9,505.95,No
4893,20,Cat 2,1,1,84.35,1745.2,No
4946,20,Cat 2,1,0,20.05,400,No
5036,20,Cat 2,1,0,78.8,1641.3,No
5041,20,Cat 2,1,1,96.8,1826.7,No
5042,20,Cat 2,1,0,20.65,417.5,No
5176,20,Cat 2,1,0,20.35,393.15,No
5243,20,Cat 2,1,1,88.7,1761.45,Yes
5338,20,Cat 2,1,0,50,1003.05,No
5438,20,Cat 2,1,1,61.6,1174.35,Yes
5474,20,Cat 2,1,0,49.6,939.8,No
5552,20,Cat 2,1,0,19.6,356.15,No
5620,20,Cat 2,1,0,91,1859.5,No
5643,20,Cat 2,1,0,19.5,403.15,No
5712,20,Cat 2,1,1,90.8,1951,Yes
5833,20,Cat 2,1,0,70.45,1470.95,Yes
5851,20,Cat 2,1,0,71.3,1389.2,Yes
5926,20,Cat 2,1,1,68.7,1416.2,No
5955,20,Cat 2,0,0,55,1165.55,No
6023,20,Cat 2,1,0,18.9,347.65,No
6649,20,Cat 2,1,0,20.05,406.05,No
6803,20,Cat 2,1,1,89.1,1879.25,No
6990,20,Cat 2,1,1,76,1588.75,No
209,19,Cat 2,1,0,106.6,1934.45,Yes
268,19,Cat 2,1,0,105,2007.25,No
394,19,Cat 2,1,0,19.9,367.55,No
908,19,Cat 2,1,0,65.35,1231.85,No
1123,19,Cat 2,0,0,44.85,893.55,Yes
1215,19,Cat 2,1,1,86,1532.45,Yes
1348,19,Cat 2,1,0,19.95,373.5,No
1493,19,Cat 2,1,1,88.2,1775.8,Yes
1529,19,Cat 2,1,0,56.2,1093.4,No
1796,19,Cat 2,1,1,89.65,1761.05,Yes
1824,19,Cat 2,1,0,73.85,1424.5,Yes
1847,19,Cat 2,1,0,18.8,279.2,No
1859,19,Cat 2,1,0,73.2,1441.1,Yes
2175,19,Cat 2,1,0,20.25,383.65,No
2197,19,Cat 2,1,0,20.2,382.2,No
2201,19,Cat 2,1,0,58.2,1045.25,No
2670,19,Cat 2,1,1,95.15,1789.25,Yes
2687,19,Cat 2,1,1,79.85,1471.75,Yes
2717,19,Cat 2,1,0,44.9,839.65,No
2752,19,Cat 2,0,0,24.85,434.8,No
2877,19,Cat 2,1,0,19.7,386.5,No
2977,19,Cat 2,1,1,24.1,439.2,No
3000,19,Cat 2,1,0,20.6,414.95,No
3163,19,Cat 2,1,1,69.6,1394.55,No
3244,19,Cat 2,0,0,39.7,710.05,No
3288,19,Cat 2,1,1,100.95,1875.55,Yes
3366,19,Cat 2,1,0,19.65,358.15,No
3483,19,Cat 2,1,0,45,865.85,No
3507,19,Cat 2,1,1,84.75,1651.95,No
3688,19,Cat 2,1,0,100,1888.65,Yes
3861,19,Cat 2,0,0,25.35,566.1,No
3867,19,Cat 2,1,1,25.6,485.9,No
3908,19,Cat 2,1,0,89.95,1682.4,No
3941,19,Cat 2,0,0,25.15,468.35,No
4125,19,Cat 2,1,1,94.95,1760.25,No
4253,19,Cat 2,1,1,56.1,1033.9,No
4331,19,Cat 2,1,0,78.25,1490.95,Yes
4395,19,Cat 2,1,1,59.55,1144.6,No
4429,19,Cat 2,1,1,103.3,2012.7,Yes
4437,19,Cat 2,1,0,60.6,1297.8,No
4478,19,Cat 2,1,0,48.95,955.6,No
4556,19,Cat 2,1,0,20.2,387.4,No
4677,19,Cat 2,1,0,20,377.55,No
4732,19,Cat 2,1,0,19.9,357.7,No
4780,19,Cat 2,1,0,96.8,1743.05,No
4967,19,Cat 2,1,1,50.1,910.45,No
5002,19,Cat 2,1,0,55,1046.5,Yes
5043,19,Cat 2,1,0,19.8,344.5,No
5044,19,Cat 2,1,1,90.6,1660,Yes
5164,19,Cat 2,0,0,34.95,610.2,No
5244,19,Cat 2,1,0,87.7,1725.95,No
5284,19,Cat 2,1,0,48.8,953.65,No
5307,19,Cat 2,1,1,83.65,1465.75,Yes
5441,19,Cat 2,1,0,49.6,962.9,No
5705,19,Cat 2,1,1,86.85,1564.4,No
5733,19,Cat 2,1,0,87.3,1637.3,No
5742,19,Cat 2,1,1,99.95,1931.75,Yes
5798,19,Cat 2,1,1,88.8,1672.35,No
5806,19,Cat 2,1,0,66.4,1286.05,No
5834,19,Cat 2,0,0,34.3,577.15,No
6058,19,Cat 2,1,0,61.55,1093.2,No
6111,19,Cat 2,1,0,59.8,1130.85,No
6127,19,Cat 2,1,0,95.9,1777.9,Yes
6164,19,Cat 2,1,1,89.1,1620.8,No
6214,19,Cat 2,1,0,20.15,387.7,No
6438,19,Cat 2,1,1,24.9,467.7,No
6476,19,Cat 2,1,1,75.9,1375.6,No
6542,19,Cat 2,1,0,20.5,398.55,No
6679,19,Cat 2,1,0,20.85,467.5,No
6785,19,Cat 2,1,1,24.7,465.85,No
6792,19,Cat 2,0,0,39.65,733.35,Yes
6802,19,Cat 2,1,1,89.35,1686.85,No
7036,19,Cat 2,1,0,78.7,1495.1,No
56,18,Cat 2,1,1,95.45,1752.55,Yes
64,18,Cat 2,1,0,54.4,957.1,No
238,18,Cat 2,1,1,73.15,1305.95,No
285,18,Cat 2,1,0,95.15,1779.95,Yes
365,18,Cat 2,1,0,75.9,1373.05,No
429,18,Cat 2,1,1,75.6,1395.05,No
444,18,Cat 2,1,1,64.8,1166.7,No
807,18,Cat 2,1,0,55.2,1058.1,No
1007,18,Cat 2,1,1,90.1,1612.75,Yes
1015,18,Cat 2,1,0,57.45,990.85,Yes
1144,18,Cat 2,1,1,56.8,1074.65,No
1185,18,Cat 2,1,0,87.9,1500.5,No
1205,18,Cat 2,0,0,25.55,467.85,No
1310,18,Cat 2,1,1,85.2,1553.9,Yes
1355,18,Cat 2,1,1,88.35,1639.3,Yes
1403,18,Cat 2,0,0,35,553,Yes
1418,18,Cat 2,1,0,49.85,865.75,No
1452,18,Cat 2,1,1,69.5,1199.4,No
1505,18,Cat 2,1,0,71.1,1247.75,No
1781,18,Cat 2,1,0,20.15,390.85,Yes
2095,18,Cat 2,1,0,19.65,391.7,No
2103,18,Cat 2,1,1,80.55,1406.65,No
2148,18,Cat 2,1,0,19,348.8,No
2313,18,Cat 2,1,0,20.1,401.85,No
2366,18,Cat 2,1,1,93.9,1743.9,No
2424,18,Cat 2,1,0,20.1,407.05,No
2447,18,Cat 2,1,1,90,1527.35,Yes
2497,18,Cat 2,1,0,20.05,388.6,No
2555,18,Cat 2,1,0,50,892.7,No
2565,18,Cat 2,1,1,82,1425.45,Yes
2621,18,Cat 2,1,0,68.35,1299.8,No
2645,18,Cat 2,0,0,33.5,600,Yes
2909,18,Cat 2,1,1,99.4,1742.95,Yes
2997,18,Cat 2,1,1,60.6,1156.35,No
3018,18,Cat 2,1,0,61.5,1087.45,No
3159,18,Cat 2,1,0,49.55,878.35,Yes
3321,18,Cat 2,1,0,59.1,1011.05,No
3330,18,Cat 2,1,0,50.3,908.75,No
3401,18,Cat 2,1,1,84.3,1537.9,No
3439,18,Cat 2,1,1,94.7,1687.95,Yes
3478,18,Cat 2,1,1,74.15,1345.75,No
3484,18,Cat 2,1,0,77.8,1358.6,No
3618,18,Cat 2,0,0,48.35,810.7,Yes
3724,18,Cat 2,1,0,20.45,357,No
3802,18,Cat 2,1,1,85.45,1505.85,Yes
3807,18,Cat 2,1,0,73.55,1359.45,No
3885,18,Cat 2,1,1,88.85,1594.75,No
3912,18,Cat 2,1,0,49.4,874.8,Yes
3929,18,Cat 2,1,0,95.95,1745.5,No
3950,18,Cat 2,1,1,57.65,992.7,No
4037,18,Cat 2,1,0,20.25,401.95,No
4177,18,Cat 2,1,0,19.8,342.3,No
4336,18,Cat 2,1,0,84.95,1443.65,No
4432,18,Cat 2,1,0,69.8,1221.65,No
4461,18,Cat 2,1,0,78.2,1468.75,No
4494,18,Cat 2,1,1,25.3,454.65,No
4597,18,Cat 2,1,1,89.6,1633,No
4599,18,Cat 2,1,1,56.25,969.85,No
4681,18,Cat 2,1,1,58.4,964.9,No
4786,18,Cat 2,1,1,80.65,1451.9,Yes
4832,18,Cat 2,0,0,40.2,711.95,No
4855,18,Cat 2,0,0,46.4,812.4,No
4962,18,Cat 2,1,0,44.35,768.05,No
4972,18,Cat 2,1,0,19.55,389.25,No
4995,18,Cat 2,1,0,96.05,1740.7,Yes
5053,18,Cat 2,1,0,45.65,747.2,No
5061,18,Cat 2,0,0,35.2,607.3,No
5105,18,Cat 2,1,0,20.1,370.5,No
5359,18,Cat 2,1,0,19.25,331.35,No
5365,18,Cat 2,1,1,90.7,1597.25,Yes
5377,18,Cat 2,1,1,23.75,424.5,No
5416,18,Cat 2,1,1,50.3,913.3,No
5419,18,Cat 2,1,1,80.55,1411.65,No
5511,18,Cat 2,1,0,101.3,1794.65,No
5516,18,Cat 2,1,0,19.35,309.25,No
5566,18,Cat 2,0,0,39.05,669.85,Yes
5658,18,Cat 2,1,1,94.75,1691.9,No
5726,18,Cat 2,1,1,24.65,471.35,No
5738,18,Cat 2,1,0,83.25,1611.15,No
5785,18,Cat 2,1,0,74.8,1438.05,No
5874,18,Cat 2,1,0,75.4,1380.4,No
5940,18,Cat 2,0,0,33.6,550.35,No
5958,18,Cat 2,1,0,78.55,1422.65,Yes
6109,18,Cat 2,0,0,25.15,476.8,No
6189,18,Cat 2,1,0,20.05,358.5,No
6193,18,Cat 2,1,0,74.7,1294.6,No
6467,18,Cat 2,1,1,74.15,1387,No
6472,18,Cat 2,1,0,20.05,345.9,No
6522,18,Cat 2,1,1,25.1,428.45,No
6533,18,Cat 2,1,0,20.35,369.6,No
6556,18,Cat 2,1,0,19.65,411.25,No
6703,18,Cat 2,1,0,85.6,1601.5,No
6822,18,Cat 2,1,1,99.85,1776.95,Yes
6834,18,Cat 2,1,1,103.6,1806.35,No
6848,18,Cat 2,1,0,55.95,1082.8,No
6972,18,Cat 2,1,1,99.75,1836.25,Yes
7026,18,Cat 2,1,1,95.05,1679.4,No
30,17,Cat 2,1,0,64.7,1093.1,Yes
43,17,Cat 2,1,0,20.75,418.25,No
330,17,Cat 2,1,1,82.65,1470.05,No
352,17,Cat 2,1,0,44.6,681.4,No
380,17,Cat 2,1,1,86.75,1410.25,No
471,17,Cat 2,1,0,20.65,330.6,No
654,17,Cat 2,1,1,24.8,475.25,No
770,17,Cat 2,1,0,64.8,1175.6,No
903,17,Cat 2,1,0,93.85,1625.65,Yes
962,17,Cat 2,1,0,20.5,365.8,No
1089,17,Cat 2,1,1,100.45,1622.45,Yes
1200,17,Cat 2,1,1,78.9,1348.95,No
1211,17,Cat 2,1,0,69,1149.65,Yes
1221,17,Cat 2,1,1,65.75,1111.2,No
1510,17,Cat 2,1,0,76.65,1313.55,Yes
1517,17,Cat 2,1,1,92.6,1579.7,No
1578,17,Cat 2,1,0,98.6,1704.95,Yes
1592,17,Cat 2,1,0,21.1,385.55,No
1609,17,Cat 2,1,0,20.1,279.5,No
1632,17,Cat 2,1,1,85.35,1463.45,Yes
1640,17,Cat 2,1,0,45.05,770.6,Yes
1653,17,Cat 2,0,0,34.4,592.75,No
1719,17,Cat 2,1,0,19.9,323.15,No
1726,17,Cat 2,1,1,94.2,1608.15,No
1813,17,Cat 2,1,0,96.65,1588.25,No
1900,17,Cat 2,1,0,90.95,1612.2,No
1993,17,Cat 2,1,0,83.55,1329.15,No
2087,17,Cat 2,1,0,80.85,1400.85,Yes
2199,17,Cat 2,1,1,61.95,1070.7,No
2225,17,Cat 2,1,0,76.45,1233.4,Yes
2337,17,Cat 2,1,0,70.4,1214.05,Yes
2427,17,Cat 2,0,0,35.65,646.05,No
2440,17,Cat 2,1,0,19.9,329.75,No
2625,17,Cat 2,1,1,66.7,1077.05,No
2771,17,Cat 2,1,1,92.55,1515.1,Yes
2855,17,Cat 2,1,1,70.35,1201.65,No
3033,17,Cat 2,1,0,19.45,369.05,No
3059,17,Cat 2,1,1,55.85,937.5,Yes
3087,17,Cat 2,1,1,95.65,1640,No
3100,17,Cat 2,1,0,20.15,353.65,No
3137,17,Cat 2,1,0,70,1144.5,Yes
3151,17,Cat 2,0,0,25.65,440.2,No
3174,17,Cat 2,1,0,19.35,307,No
3176,17,Cat 2,1,0,81.5,1329.2,Yes
3212,17,Cat 2,1,0,20.05,337.9,No
3253,17,Cat 2,1,1,62.1,1096.65,No
3255,17,Cat 2,1,0,101.8,1752.45,No
3516,17,Cat 2,1,0,55.5,934.15,No
3531,17,Cat 2,1,1,69,1108,No
3570,17,Cat 2,1,0,19.95,310.6,No
3630,17,Cat 2,1,1,25.15,412.6,No
3813,17,Cat 2,1,0,19.65,351.55,No
3864,17,Cat 2,1,1,102.55,1742.5,No
3893,17,Cat 2,1,0,19.7,340.35,No
3955,17,Cat 2,1,1,94.8,1563.9,No
4270,17,Cat 2,1,1,90.2,1454.15,Yes
4330,17,Cat 2,1,1,94.4,1607.2,Yes
4389,17,Cat 2,1,0,19.4,358.05,No
4414,17,Cat 2,1,0,89.15,1496.9,Yes
4417,17,Cat 2,1,1,75.4,1322.55,No
4436,17,Cat 2,1,1,80.5,1336.9,No
4504,17,Cat 2,1,1,94.4,1617.5,Yes
4512,17,Cat 2,1,0,80.85,1445.95,No
4538,17,Cat 2,0,0,49.8,836.35,No
4550,17,Cat 2,1,1,92.7,1556.85,No
4939,17,Cat 2,1,0,89.4,1539.45,Yes
4963,17,Cat 2,1,0,74.55,1215.8,No
5102,17,Cat 2,1,1,106.65,1672.1,No
5155,17,Cat 2,1,1,104.2,1743.5,Yes
5157,17,Cat 2,1,0,56.1,946.95,No
5214,17,Cat 2,1,1,92.55,1614.7,No
5502,17,Cat 2,0,0,25.1,382.8,No
5605,17,Cat 2,1,0,70.8,1207,No
5671,17,Cat 2,1,1,24.1,409.9,Yes
5801,17,Cat 2,1,1,80.05,1345.65,No
5811,17,Cat 2,1,1,85.45,1451.6,Yes
5858,17,Cat 2,1,1,88.25,1460.65,Yes
5863,17,Cat 2,1,0,70.5,1165.6,No
5888,17,Cat 2,1,0,50.3,846.8,No
5981,17,Cat 2,1,0,79.85,1387.35,No
6123,17,Cat 2,1,0,19.55,280.85,No
6198,17,Cat 2,1,0,51.5,900.5,Yes
6326,17,Cat 2,1,0,91.85,1574.45,Yes
6432,17,Cat 2,1,0,19.15,343.45,No
6442,17,Cat 2,1,0,55.35,920.5,No
6458,17,Cat 2,0,0,44.45,792.15,No
6494,17,Cat 2,0,0,54.6,934.8,No
12,16,Cat 2,1,0,18.95,326.8,No
159,16,Cat 2,1,0,64.25,1024,No
170,16,Cat 2,1,0,20.4,321.4,No
240,16,Cat 2,1,0,19.75,284.35,No
271,16,Cat 2,1,0,94.45,1511.2,Yes
357,16,Cat 2,1,1,54.1,889,No
416,16,Cat 2,1,0,73.25,1195.75,No
441,16,Cat 2,1,1,112.95,1882.55,No
597,16,Cat 2,0,0,54.85,916.15,No
601,16,Cat 2,1,0,74.55,1170.5,No
826,16,Cat 2,1,0,89.45,1430.25,Yes
923,16,Cat 2,1,1,75.4,1189.4,No
931,16,Cat 2,1,0,75.1,1212.85,No
1042,16,Cat 2,1,0,19.3,360.35,No
1052,16,Cat 2,0,0,35.5,552.7,No
1090,16,Cat 2,1,1,74.75,1129.35,No
1226,16,Cat 2,0,0,49.95,810.2,Yes
1239,16,Cat 2,1,1,96.15,1529.2,Yes
1309,16,Cat 2,1,1,86.6,1281,Yes
1457,16,Cat 2,1,1,100,1534.75,Yes
1559,16,Cat 2,1,1,95.6,1555.65,Yes
1742,16,Cat 2,1,1,71.4,1212.1,No
1888,16,Cat 2,1,1,72.65,1194.3,Yes
1894,16,Cat 2,1,1,69.1,1083.7,No
1991,16,Cat 2,1,1,84.75,1350.15,Yes
2023,16,Cat 2,1,0,86.25,1340.1,No
2044,16,Cat 2,1,0,69.65,1043.3,No
2079,16,Cat 2,1,0,55.85,857.8,No
2142,16,Cat 2,1,0,20.15,341.35,No
2282,16,Cat 2,1,1,65.2,1043.35,Yes
2335,16,Cat 2,1,1,85.05,1391.15,No
2517,16,Cat 2,1,1,96.4,1581.2,Yes
2777,16,Cat 2,1,0,74.3,1178.25,Yes
3027,16,Cat 2,1,1,84.95,1378.25,Yes
3122,16,Cat 2,1,0,59.4,1023.9,Yes
3124,16,Cat 2,1,0,69.95,1205.5,No
3237,16,Cat 2,1,1,55.3,875.35,No
3240,16,Cat 2,1,0,49.45,799,No
3344,16,Cat 2,1,0,20.1,318.6,No
3352,16,Cat 2,1,0,53.9,834.15,Yes
3521,16,Cat 2,1,0,19.6,314.45,No
3529,16,Cat 2,1,0,19.7,342.4,Yes
3532,16,Cat 2,1,0,19.35,295.55,No
3571,16,Cat 2,1,0,20.5,290.55,No
3628,16,Cat 2,1,0,20.1,296.15,No
3679,16,Cat 2,1,1,84.9,1398.25,No
3727,16,Cat 2,1,1,89.05,1448.6,Yes
3959,16,Cat 2,1,1,73.85,1284.2,Yes
3986,16,Cat 2,1,0,54.55,825.1,No
4072,16,Cat 2,0,0,38.9,664.4,No
4235,16,Cat 2,1,0,19.05,326.65,No
4411,16,Cat 2,1,0,94.65,1461.15,No
4427,16,Cat 2,1,1,79.5,1264.2,No
4435,16,Cat 2,1,1,90.7,1374.9,No
4463,16,Cat 2,1,1,88.45,1422.1,Yes
4577,16,Cat 2,1,0,19.75,313.4,No
4693,16,Cat 2,1,0,100.7,1522.7,No
4828,16,Cat 2,1,0,81,1312.15,Yes
4867,16,Cat 2,1,1,63.05,1067.05,No
4870,16,Cat 2,1,1,80.55,1248.9,No
4941,16,Cat 2,1,1,74.45,1261.35,No
5000,16,Cat 2,1,0,19.7,301.55,No
5037,16,Cat 2,1,1,85.35,1375.15,Yes
5054,16,Cat 2,1,1,79.95,1267.95,No
5158,16,Cat 2,1,0,68.25,1114.85,No
5232,16,Cat 2,1,1,98.75,1587.55,Yes
5371,16,Cat 2,1,1,90.8,1442.2,No
5503,16,Cat 2,1,0,71.8,1167.8,Yes
5761,16,Cat 2,1,0,91.55,1540.05,No
5815,16,Cat 2,1,0,20.6,330.25,No
5963,16,Cat 2,1,0,80.75,1321.3,No
5992,16,Cat 2,1,0,94.25,1483.25,Yes
6052,16,Cat 2,1,0,20,275.7,No
6104,16,Cat 2,1,0,19.75,294.9,No
6153,16,Cat 2,1,0,93.2,1573.7,Yes
6431,16,Cat 2,1,0,19.35,275.9,No
6559,16,Cat 2,1,0,20.25,327.45,Yes
6631,16,Cat 2,1,0,78.75,1218.25,No
6642,16,Cat 2,1,0,50.15,762.25,Yes
6981,16,Cat 2,0,0,39,679.85,Yes
52,15,Cat 2,1,0,99.1,1426.4,Yes
150,15,Cat 2,1,0,69.5,1071.4,No
177,15,Cat 2,1,1,74.45,1145.7,Yes
179,15,Cat 2,1,1,105.35,1559.25,No
248,15,Cat 2,1,0,74.4,1074.3,Yes
480,15,Cat 2,1,0,69,994.8,Yes
487,15,Cat 2,1,1,100.15,1415,No
550,15,Cat 2,1,0,19.75,311.6,No
567,15,Cat 2,1,0,101.9,1667.25,No
616,15,Cat 2,1,1,48.85,631.4,No
645,15,Cat 2,1,1,25.25,394.85,No
759,15,Cat 2,1,0,85.9,1269.55,Yes
772,15,Cat 2,1,1,93.35,1444.65,Yes
846,15,Cat 2,1,0,20.55,295.95,No
877,15,Cat 2,1,0,105.1,1582.75,Yes
912,15,Cat 2,1,1,89,1288.3,No
940,15,Cat 2,1,0,19.9,320.45,No
954,15,Cat 2,1,0,58.95,955.15,No
1101,15,Cat 2,1,1,24.8,324.15,No
1179,15,Cat 2,1,0,101.35,1553.95,Yes
1198,15,Cat 2,1,0,19.45,340.85,No
1245,15,Cat 2,1,0,19.4,289.3,Yes
1305,15,Cat 2,1,1,85.6,1345.55,Yes
1337,15,Cat 2,1,0,75.35,1114.55,No
1413,15,Cat 2,1,0,84.3,1308.4,Yes
1424,15,Cat 2,1,1,101.1,1504.05,Yes
1499,15,Cat 2,1,1,75.65,1146.65,Yes
1570,15,Cat 2,1,0,46.3,639.45,No
1575,15,Cat 2,1,0,19.65,270.6,No
1604,15,Cat 2,1,1,64.65,994.55,Yes
2029,15,Cat 2,1,0,19.6,331.6,No
2033,15,Cat 2,1,0,88.15,1390.6,Yes
2137,15,Cat 2,1,1,91,1430.05,No
2160,15,Cat 2,1,1,25.05,369.1,No
2251,15,Cat 2,1,0,20.1,302.45,No
2257,15,Cat 2,1,0,65.6,1010,No
2325,15,Cat 2,1,1,83.05,1258.3,Yes
2453,15,Cat 2,1,1,74.2,1133.9,Yes
2569,15,Cat 2,1,0,19.35,278.85,No
2651,15,Cat 2,1,1,84.35,1302.65,No
2721,15,Cat 2,1,1,51.55,765.5,Yes
2770,15,Cat 2,1,0,19.75,297.3,Yes
2793,15,Cat 2,1,0,48.85,736.8,No
2826,15,Cat 2,1,1,26.35,378.6,No
3148,15,Cat 2,1,0,101.75,1669.4,No
3152,15,Cat 2,1,0,75.1,1151.55,No
3190,15,Cat 2,1,0,19.8,272.95,No
3232,15,Cat 2,1,0,84.45,1287.85,No
3309,15,Cat 2,1,1,25.2,387.9,No
3470,15,Cat 2,1,0,91.5,1400.3,No
3533,15,Cat 2,1,0,59.45,892.65,Yes
3763,15,Cat 2,1,1,49,749.25,No
3797,15,Cat 2,1,1,49.1,679.55,Yes
3840,15,Cat 2,1,0,20.05,284.3,No
4170,15,Cat 2,1,0,101.25,1457.25,Yes
4329,15,Cat 2,1,1,51.1,711.15,No
4358,15,Cat 2,1,0,20.45,330.8,No
4451,15,Cat 2,1,1,58.6,939.7,Yes
4469,15,Cat 2,1,1,25.4,399.6,Yes
4516,15,Cat 2,1,0,83.2,1130,No
4533,15,Cat 2,1,1,79.75,1111.85,Yes
4652,15,Cat 2,1,0,86.2,1270.2,Yes
4742,15,Cat 2,1,0,94.65,1285.05,No
4811,15,Cat 2,1,1,89.85,1424.95,Yes
4898,15,Cat 2,0,0,30.2,469.65,No
4918,15,Cat 2,1,0,19.6,299.4,No
4932,15,Cat 2,1,1,103.45,1539.8,No
5007,15,Cat 2,1,1,55.7,899.8,Yes
5080,15,Cat 2,1,1,95.7,1451.1,No
5124,15,Cat 2,1,0,75.3,1147.45,Yes
5135,15,Cat 2,1,1,80.2,1217.25,Yes
5170,15,Cat 2,1,0,64.85,950.75,No
5327,15,Cat 2,1,0,20,288.05,Yes
5414,15,Cat 2,1,0,94,1505.45,No
5500,15,Cat 2,1,0,79.4,1156.1,Yes
5607,15,Cat 2,1,0,55.2,864.55,No
5700,15,Cat 2,1,0,85.3,1219.85,No
5702,15,Cat 2,1,0,76.5,1155.6,No
5756,15,Cat 2,1,1,96.5,1392.25,No
5793,15,Cat 2,1,0,96.3,1426.75,Yes
5855,15,Cat 2,1,1,48.8,720.1,No
5973,15,Cat 2,1,1,55,757.1,Yes
5983,15,Cat 2,1,0,19.8,304.6,No
6009,15,Cat 2,1,0,19.5,239.75,No
6213,15,Cat 2,0,0,50.75,688.2,No
6277,15,Cat 2,1,0,20.35,335.95,No
6348,15,Cat 2,1,0,68.6,1108.6,No
6408,15,Cat 2,1,0,56.15,931.9,No
6453,15,Cat 2,1,1,87.75,1242.2,No
6514,15,Cat 2,1,1,59.65,867.1,No
6524,15,Cat 2,0,0,45.9,693.45,No
6543,15,Cat 2,1,1,76,1130.85,Yes
6564,15,Cat 2,1,1,74.9,1107.25,Yes
6568,15,Cat 2,1,1,99.7,1566.75,No
6731,15,Cat 2,1,0,19.65,332.65,No
6811,15,Cat 2,0,0,29.7,438.25,Yes
6835,15,Cat 2,0,0,38.8,603,No
6926,15,Cat 2,1,0,18.8,294.95,No
6955,15,Cat 2,1,0,19.8,309.4,No
156,14,Cat 2,1,0,80.9,1152.8,No
173,14,Cat 2,1,0,81.95,1181.75,No
202,14,Cat 2,1,0,80.05,1112.3,No
279,14,Cat 2,0,0,55,771.95,No
714,14,Cat 2,1,1,86,1164.05,No
768,14,Cat 2,1,0,20.4,275.7,No
828,14,Cat 2,1,1,25.55,372.45,No
1041,14,Cat 2,1,0,90.45,1266.1,Yes
1043,14,Cat 2,1,0,70.2,1046.5,No
1065,14,Cat 2,1,0,55.7,795.15,No
1132,14,Cat 2,1,1,64.7,941,Yes
1140,14,Cat 2,1,0,19.65,228.65,No
1175,14,Cat 2,1,1,54.25,773.2,No
1195,14,Cat 2,1,0,50.45,765.45,No
1347,14,Cat 2,1,1,87.25,1258.6,Yes
1400,14,Cat 2,1,0,19.55,294.5,No
1513,14,Cat 2,1,1,84.8,1203.9,No
1533,14,Cat 2,1,0,19.6,300.4,No
1534,14,Cat 2,1,0,75.35,1025.95,Yes
1668,14,Cat 2,1,1,24.8,321.7,No
1752,14,Cat 2,1,1,89.95,1178.4,Yes
1890,14,Cat 2,0,0,31.1,419.7,No
1952,14,Cat 2,1,0,50.2,668.85,No
1983,14,Cat 2,1,0,19.95,268.4,No
1985,14,Cat 2,1,1,90.9,1259,Yes
2074,14,Cat 2,1,0,19.9,283.75,No
2077,14,Cat 2,1,0,59.1,772.85,No
2215,14,Cat 2,1,0,86.3,1180.95,Yes
2345,14,Cat 2,0,0,39.7,692.35,No
2365,14,Cat 2,1,1,82.65,1185,No
2436,14,Cat 2,1,0,59.8,824.85,No
